DRUG_COSMICID,pred_norm_cells_0,pred_norm_cells_1,pred_norm_cells_2,pred_norm_cells_3,pred_norm_cells_4,pred_norm_cells_5,pred_norm_cells_6,pred_norm_cells_7,pred_norm_cells_8,pred_norm_cells_9,param_1,param_2,param_3,param_4
344_910851,1.0,1.015872597694397,1.0538761615753174,1.0004569292068481,0.9419110417366028,0.5344474911689758,0.2922048270702362,0.16171227395534515,0.0018226749962195754,0.007952633313834667,-3.757625513573581,1.0298753128388403,6.901377151039316,-0.01124319504785195
344_717431,1.0,1.0222349166870117,1.0316945314407349,0.8569051027297974,0.9234920144081116,0.8432955741882324,0.27295199036598206,0.19442982971668243,0.0033660465851426125,0.012543682008981705,-6.3132537364668515,0.9726695136660612,13.40393948563827,0.04152788693428793
344_910925,1.0,1.0182956457138062,1.0538761615753174,1.0004569292068481,0.9645662903785706,0.7277522087097168,0.4460357129573822,0.16171227395534515,0.0018226749962195754,0.009149767458438873,-3.1110122378396867,1.021329791593296,7.159079461804255,-0.0648327099723552
344_908457,1.0,0.9906299114227295,1.0810744762420654,1.0389845371246338,1.1337107419967651,0.753591775894165,0.5813643932342529,0.014191151596605778,0.007903613150119781,0.005584904924035072,-4.12502345074305,1.0391712636637869,9.978950850438244,-0.05549479656596548
344_910853,1.0,1.021557092666626,1.077081561088562,0.9664946794509888,1.2138872146606445,0.8565664291381836,0.3857862651348114,0.16135142743587494,-0.0008405817206948996,0.011321677826344967,-5.21507717255063,1.054811208363497,11.573702786109035,0.011920457036116069
344_908123,1.0,1.0318330526351929,0.9708145260810852,0.8119412660598755,0.8015603423118591,0.5596542358398438,0.4310601055622101,0.12017208337783813,0.012524721212685108,0.005889079533517361,-1.401737730159509,0.9958506077286605,3.5684657369761124,-0.29915292017746026
344_905962,1.0,1.0223016738891602,1.0369330644607544,0.8763079047203064,0.9368560910224915,0.5252209901809692,0.2099752128124237,0.08669746667146683,0.014781382866203785,0.011292820796370506,-4.985917476633966,0.9943480007886012,8.79350445538328,0.009901480938162358
344_722045,1.0,1.01815927028656,0.9567471742630005,0.9601258039474487,0.7149021029472351,0.6767585277557373,0.6491032838821411,0.11639143526554108,0.012222768738865852,0.0069869523867964745,-1.1598408732512016,0.9848942890442703,4.042201636662218,-0.38710675488613017
344_917486,1.0,1.0136839151382446,1.0231021642684937,0.9150485992431641,1.1272457838058472,0.37262624502182007,0.3484629690647125,0.18932349979877472,0.007283397950232029,0.009627881459891796,-23.84332460035204,1.0158684826684496,38.85119297948256,0.1384932921575417
344_906826,1.0,1.0218876600265503,1.031227946281433,0.9524270296096802,0.8396289944648743,0.6748642921447754,0.5358775854110718,0.14605699479579926,0.013758034445345402,0.007362324744462967,-1.9108676242251248,1.00557150357722,4.996641381640293,-0.1958522344536293
