DRUG_COSMICID,pred_norm_cells_0,pred_norm_cells_1,pred_norm_cells_2,pred_norm_cells_3,pred_norm_cells_4,pred_norm_cells_5,pred_norm_cells_6,pred_norm_cells_7,pred_norm_cells_8,pred_norm_cells_9,param_1,param_2,param_3,param_4
344_910851,1.0,1.000087496241202,0.9995591883085478,0.9703799534581671,0.8559620775442943,0.5798188993213881,0.19154305184265763,0.03625348711503843,0.0084834357520627,0.009075365650421214,-4.690297198615474,0.990893685634572,8.44438531183125,-0.017640558277759275
344_717431,1.0,0.9994284050188316,0.9743692908076514,0.9107946088240165,0.809361988614576,0.5298983368602246,0.17068500439253664,0.043896420026928736,0.009862585054235956,0.010573808248361065,-4.302034693278205,0.9754107037557819,7.461701890833631,-0.02256897507791321
344_910925,1.0,0.9980619806966016,0.9965162234195568,0.9400108977495674,0.8189951827864577,0.5810351463892697,0.19299559255330279,0.04545053109440708,0.009433342801976254,0.0092441497123901,-4.222947159360139,0.9837646323019098,7.597423991513266,-0.0268713150073951
344_908457,1.0,1.0052817988043292,1.0045587238216123,0.9774321853031765,0.8538496566017599,0.45792705078703977,0.10890594760384581,0.013400419526595235,0.01249182965895593,0.010790618921979932,-5.749947414596403,0.9976281271715186,9.426865183141627,-0.004896345984993264
344_910853,1.0,1.007457493599086,0.9958226463180352,0.9959262651065632,0.8983431774761946,0.7282961357527914,0.351935843001032,0.10812307991958975,0.010622732509459023,0.00933706163023929,-3.837393385356458,0.9951130347625982,8.171407409804381,-0.030429921851589437
344_908123,1.0,0.9989801548119236,0.9901285870009574,0.946928040827406,0.8432540677754342,0.5207137234544161,0.17040590714725734,0.06428963088666063,0.015763779091879513,0.012782310867304875,-4.691509469520866,0.9872608170407322,8.068169704180137,-0.004138491653097635
344_905962,1.0,1.007508012699348,1.0104028797305444,0.9846007541969737,0.8661141499235505,0.6523012580643118,0.2524830624157476,0.016209539725829995,0.008631642681315733,0.00826926536401956,-4.497616993635838,0.994070089750192,8.641633454203962,-0.029115023836833637
344_722045,1.0,0.9986592166012258,0.9837561809542172,0.9434598120216479,0.8155330942366139,0.49555696423287826,0.18021107324348384,0.07453661315888087,0.010833748888625828,0.00992702403956851,-4.254004840072832,0.9884172664724417,7.2046902892905935,-0.012870197600866402
344_917486,1.0,0.9994958859554498,0.9907226684398391,0.9748658379606606,0.8189296013591879,0.5856488122613777,0.22917979042535777,0.019123078919349126,0.007957797868596125,0.009700925281260446,-4.056163426330992,0.9900834315931384,7.40697673399431,-0.037080628082210146
344_906826,1.0,1.0078900598630793,1.0324948674099232,0.9757654614797482,0.8726246330849011,0.633519588204234,0.3355775209153584,0.11871055801518567,0.01620265973597739,0.011321522060265208,-3.195684660010115,1.0087410952121443,6.417437057291097,-0.05056104464071819
