DRUG_COSMICID,pred_norm_cells_0,pred_norm_cells_1,pred_norm_cells_2,pred_norm_cells_3,pred_norm_cells_4,pred_norm_cells_5,pred_norm_cells_6,pred_norm_cells_7,pred_norm_cells_8,pred_norm_cells_9,param_1,param_2,param_3,param_4
344_910851,1.0,1.007821933957447,0.9998712423862889,0.9693488738922096,0.8577693620130815,0.5595118238751022,0.1357520933065848,0.017183497357872453,0.012875387594882453,0.01290431193665686,-5.461815882367301,0.9896731043476914,9.560679076176143,-0.009560599013616352
344_717431,1.0,1.0095414238827907,0.9982622781910508,0.9641328828429301,0.8525163158006811,0.5572118968403235,0.13303046848828992,0.0171166588647067,0.013030394237028686,0.012543904779534478,-5.417576117440362,0.988473321514687,9.461913161726,-0.010482474757328185
344_910925,1.0,1.008233405907501,1.002562381657501,0.970040933604093,0.8582115232110974,0.5602117842437357,0.1359520546417105,0.017668260784724638,0.01321463899194961,0.013216042210317034,-5.4576974116873815,0.9906069628215968,9.552390890920936,-0.009292409328563952
344_908457,1.0,1.0074783956364985,1.001397661142794,0.9723424911214018,0.8529854235531332,0.5529123463756745,0.13528532116346664,0.016197726392779388,0.012885447614943864,0.013336454591913233,-5.37602582119237,0.9912108755292587,9.359386918194462,-0.01060485836353516
344_910853,1.0,1.014338419828014,1.0019987679092788,0.9748666454236213,0.8656578502252684,0.5674114256688855,0.14243011642454773,0.019234053334519906,0.013074865843146119,0.012267093321001312,-5.459025091472547,0.9932264734046082,9.608757494017842,-0.008951889220568271
344_908123,1.0,1.010387544010657,1.0040619214265862,0.9710056969664919,0.8569692794385017,0.5587116765635848,0.1349301593932687,0.018639841410370256,0.015107719790960449,0.013586771987778606,-5.441365668052802,0.9918456578068466,9.500876625125436,-0.008541676010566436
344_905962,1.0,1.0101375592761204,1.0029161834178875,0.9721526076709366,0.8600536462870468,0.5592117815817064,0.13300761401945063,0.015424387085852472,0.013460134875491348,0.013633177329064905,-5.524465637475837,0.991466215645727,9.657100403736033,-0.008979755524881936
344_722045,1.0,1.0048854412355173,0.9968535633703107,0.9674146817607929,0.8517696158112175,0.5535120850607089,0.1322859176298587,0.018301974128682952,0.013218150008359563,0.01234705289372898,-5.420524091278771,0.9879597566298162,9.446449638622981,-0.009963555258397728
344_917486,1.0,1.0086575782015712,0.9997986296670143,0.9696460047863872,0.8503745468505544,0.5570122684214365,0.14154032676912803,0.017374145146750505,0.012434118939837813,0.01250659054036988,-5.258567933848968,0.9906685253549518,9.189160766574464,-0.012153610150934548
344_906826,1.0,1.011788746620366,1.0086341828832066,0.9745804560660243,0.8633264906825654,0.5630114873471489,0.14002992548601567,0.02126064255881957,0.01571042026699642,0.014074583741825773,-5.447461125824095,0.9943822404055978,9.540463959783134,-0.007068110722406076
344_909784,1.0,1.0159858463400233,1.0028128407789856,0.9793855459435827,0.8573984293168424,0.5534118930739395,0.13283020065558643,0.019979741075510805,0.01406986934393021,0.013272343066333382,-5.424438594131739,0.995377884327849,9.42487145403589,-0.008792020007458247
344_909260,1.0,1.0097280539536049,0.997381441316196,0.95920269229256,0.8462796588140703,0.5562120279667006,0.1350640655056872,0.01828836252242894,0.01290663183034657,0.011828315545267925,-5.290226846233712,0.9875185319888629,9.232575841689599,-0.012138570515017466
344_1298141,1.0,1.0108845866864398,0.998671781706252,0.9663641244882176,0.8551584775682158,0.5585118842053683,0.13695197011635124,0.016445306970316903,0.012914024556060015,0.013140254063083844,-5.4023073580136876,0.989624996954526,9.44939331857856,-0.010370644274818874
344_910930,1.0,1.0136557407203493,0.9989635703061325,0.9626951040799899,0.8481801559293797,0.5563122886885473,0.1302645539568933,0.017093119379416925,0.014052806533448455,0.012233428140221292,-5.373096669602842,0.9892996542650544,9.360672341878074,-0.011190870552654846
344_907172,1.0,1.0156381496330418,1.00024476706279,0.9746951708762959,0.8640154688647868,0.5653114723730264,0.13917458548821754,0.018740134176208192,0.012997418524952849,0.012401327654946288,-5.479112557924533,0.9929549448821893,9.624296261679048,-0.008994942557637688
344_910706,1.0,1.0069732602998498,1.001970787054629,0.9698759213936805,0.853238186058116,0.5525122187729767,0.1282971383509784,0.0157689191038115,0.012745433658156355,0.01269999452420359,-5.474019241718774,0.9901270054052544,9.520398894598928,-0.010301136933330983
344_905959,1.0,1.011769856699299,1.0015263367108032,0.9641578309829637,0.852647753402882,0.5576119105089091,0.1364195124988019,0.019534273630405444,0.014195923755635394,0.013053034025747149,-5.351815441896988,0.9902541148200976,9.34332738502432,-0.0099230538962468
344_907277,1.0,1.0064310631314728,0.9954535574880772,0.956362760107387,0.8371512690469218,0.5459137770813269,0.13006444489235372,0.017302594197621566,0.013070778110877056,0.012242207200599063,-5.221707744253749,0.9861195609679618,9.038475019283089,-0.013195974932747623
344_1327766,1.0,1.004552594344159,0.9958799304585672,0.9593054364714874,0.8413597585289893,0.5462127976207681,0.12848626780801298,0.01652019937986363,0.013096726100534101,0.012649694670854281,-5.3150296169845035,0.9861162920306528,9.206524524050439,-0.011968057857013674
344_1240220,1.0,1.009086104021198,0.9998346780632222,0.966354546944063,0.8557850145553297,0.5567118700076072,0.13039673618253517,0.016299972632851954,0.012913379420781662,0.01293625042946314,-5.501324375646831,0.9890783802912602,9.60292550344061,-0.009644975655330302
344_949161,1.0,1.0038497050310697,0.9973068117588606,0.9645148401163885,0.8462963329186625,0.5465123131857355,0.12619704427422335,0.016480351191237797,0.013286788650047527,0.013622343674452253,-5.422587256760089,0.987196412014357,9.392357905994949,-0.010227506302846424
344_908125,1.0,1.0137632704640025,0.9984717502256876,0.9739054445495133,0.8636156001654111,0.5646113908215972,0.13824086447675626,0.01779762731830587,0.012400566857415802,0.012653508319310506,-5.501747397829268,0.9917601292744483,9.664424281948683,-0.009084427122149302
344_906823,1.0,1.0108020500122383,1.0001623890752647,0.9726536716231445,0.8621003443750057,0.5639115816289944,0.13658582101267774,0.01810170701393468,0.013139663298047192,0.012593206287707574,-5.51010431563577,0.9910352383604184,9.671170111184809,-0.008798019775217457
344_908134,1.0,1.009789096359934,1.0053064969177121,0.9697592877927855,0.8589844341621223,0.5599112870988264,0.13705153003110074,0.020161545247820475,0.014183056739843172,0.013534039569023984,-5.433709178683493,0.9918749576392767,9.502187832178722,-0.008408049366627394
344_687561,1.0,1.011375909178391,1.0021248755742262,0.9749608608911715,0.86409904641896,0.5637103698363269,0.14027358866321918,0.020427964852799428,0.0125489341932541,0.011864952403366828,-5.454979534531134,0.9927254363156383,9.577714749936932,-0.009007970563296263
344_909696,1.0,1.0038836848184969,0.999024982699743,0.9645251352063946,0.8469540777365768,0.5475121700932563,0.1270968090465775,0.016377985166467372,0.013674140423854087,0.01467013835606974,-5.425913523839645,0.9875901393406739,9.401928921168649,-0.009673921289473766
344_907286,1.0,1.0066141922647645,0.9978893058578366,0.9613090020823843,0.8455063315678053,0.5515123822946479,0.13150881183844734,0.017302739291653838,0.012843388540022324,0.012435051556656723,-5.328715628249452,0.9874115930296802,9.26633647042887,-0.01170023362025105
344_907272,1.0,1.0106710495435356,0.9973363459027365,0.9590338379572712,0.8467645896756734,0.5562123215273396,0.13415343674805616,0.018563250487850878,0.013663930083389885,0.012404845489137827,-5.312973350198383,0.987614475633827,9.267984664074598,-0.011350555245079469
344_909255,1.0,1.0082257891036963,0.9998617536098209,0.9678255176114707,0.855527206184921,0.5574118601743956,0.13275213510584682,0.016817621081016677,0.012884218111707021,0.01295350479166121,-5.465984130546726,0.9893466755629184,9.547991634449154,-0.009790775648092371
136_1290922,1.0,1.0026894854755333,0.9805940046618153,0.8866956587882895,0.7334039558679386,0.538147658805102,0.35236719122176186,0.14220357498036929,0.05383201337472287,0.04903235497148239,-2.0917546826746913,0.9974959058971925,4.048653226174739,-0.10347995087952334
136_905973,1.0,0.98277086404394,0.9528503424745026,0.8654820043448764,0.7721117080229276,0.6091510459275561,0.4466706831455615,0.18700288108680707,0.07201341544203885,0.061807860827517144,-1.551401936823915,0.9765985196637503,3.844086057196641,-0.180351327626288
136_907045,1.0,0.9834417903694476,0.9728639975970393,0.8700949579595956,0.7578319188175332,0.5943638405441182,0.44142055225690424,0.17844668371466513,0.06913826474993821,0.06139952446039127,-1.5512293741920347,0.985198959715224,3.7298375974434608,-0.18288179298728216
136_907287,1.0,0.9854965456430991,0.9728475643003424,0.8654259031931625,0.7504753563720965,0.5935480227540301,0.43019695516447953,0.21754627025872136,0.07333623621923714,0.05435235168202383,-1.281776187927429,0.9904592189678525,3.379460535313318,-0.2478564238414139
136_910399,1.0,0.9976169828221338,0.9931692826966396,0.8366996909089107,0.6340387287434189,0.4519799491480358,0.330086949885125,0.27427279748962125,0.06046986062400721,0.036890320664224485,-1.4741772155443178,1.018324857943498,2.8631957876233973,-0.184273753067604
136_1298144,1.0,0.9677366041843587,0.9535204467210118,0.8660267424610425,0.818592857632726,0.5824833935878837,0.34151277778143263,0.1327549561576486,0.047295334177221024,0.04623862124001028,-2.8037542459099813,0.9604788568605388,5.564932076587056,-0.03848850821529774
136_909709,1.0,0.9781218120757837,0.9650877722015636,0.8600668316318401,0.7182729205665845,0.5720846510523415,0.42173642993918725,0.2115393876497057,0.08887086193380762,0.0734177676805029,-1.3199129549604611,0.9898423837577602,3.232580352416885,-0.21210441991851134
136_1290797,1.0,0.9928027973567999,0.9620307733079253,0.8550174942927867,0.725077236926556,0.5172524904675809,0.33409833106818965,0.1978319474246988,0.06369584330964977,0.04902038751583781,-1.8003159957883166,0.9935291681781647,3.576623329094421,-0.13207399496995606
136_907312,1.0,0.9711032453840117,0.9636613711614731,0.8467721588248868,0.7245016297692204,0.5768861144469779,0.40208108513458496,0.19483873071682684,0.0815685996485487,0.07087141956735463,-1.4596852921609091,0.9832868502860428,3.3976903906324463,-0.18428896605991277
136_724872,1.0,0.989686543678857,0.9744249945484719,0.8290164968818728,0.6930954662314114,0.5667219348726604,0.3456294650108112,0.16857578624123526,0.06287958999334682,0.047930760837672504,-1.5018372798902797,0.9951766700862238,3.2650188119371193,-0.20393665972849706
136_1240134,1.0,0.9989478593260974,0.9557249757503418,0.9385140321973648,0.8412505033955429,0.6993634832091132,0.48453467351485047,0.21792659848916407,0.06077895530028536,0.04391293917668603,-2.0814667322775415,0.9773924618227391,5.288541956772734,-0.10850794507260558
136_1298219,1.0,0.974502973707552,0.9626082073383123,0.8556991380910409,0.7229261487867189,0.5786381074249203,0.44465514402773815,0.21909805163879914,0.09089005728634124,0.07573295280068362,-1.1571727839772232,0.9879806043700389,3.1206548037501456,-0.2565894512197477
136_910687,1.0,0.9932882116116944,0.9823034342922949,0.9182667164245267,0.8612600035033209,0.6960838384713187,0.47801978366049747,0.19536318426106358,0.06421665654472639,0.049723824573953926,-2.3523921025709886,0.97777795856032,5.691296639505934,-0.07262169140865496
136_906864,1.0,0.9747575364817813,0.9606612534032396,0.7918537473587076,0.6651894764750033,0.46412431756449385,0.30858555740734234,0.17919325158523325,0.07150594781656963,0.060880220014147876,-1.759396272835716,0.993180801789305,3.1632820830011146,-0.1252030464740475
170_688087,1.0,0.9895865789075932,0.9562348145285052,0.9246333316767453,0.8188649555850984,0.27651044802216396,0.042122388024883224,0.019512830724563893,0.0150568159971464,0.01198500955277148,-7.878315318572394,0.9697143560474271,11.763773793990273,0.010100929379360558
170_1240216,1.0,0.9895878815133498,0.9562364037093306,0.9246299308249125,0.8188622181934371,0.2765065187741728,0.042119474951773046,0.01950872512823016,0.015060204799830923,0.01198648208125901,-7.878352857823638,0.9697142249457948,11.763797312670617,0.010100872133053527
170_910948,1.0,0.9895977636444143,0.9562190028105887,0.9246236292375043,0.8188587781751132,0.2765023301225281,0.04212196780069739,0.019510241311223604,0.015061570057553821,0.011990313881650519,-7.878405782827382,0.9697108648873395,11.763846560657715,0.010103564387332429
